,Ward ID,Month,Monthly_Burglaries,Ward Name,Ward_Area,Monthly_Crime_Density,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase
576,E05000371,2022-05-01,1,Finsbury Park,0.9152005548806892,1.0926566801856517,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
577,E05000371,2022-07-01,7,Finsbury Park,0.9152005548806892,7.648596761299562,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
578,E05000371,2022-08-01,4,Finsbury Park,0.9152005548806892,4.370626720742607,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
579,E05000371,2022-09-01,6,Finsbury Park,0.9152005548806892,6.55594008111391,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
580,E05000371,2022-10-01,3,Finsbury Park,0.9152005548806892,3.277970040556955,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
581,E05000371,2022-11-01,6,Finsbury Park,0.9152005548806892,6.55594008111391,12.96,8.09,10.58,12.83,6.83,9.92,8.11,85.07,3.62,70.0,26.11,0.0,0.0,38.63,23.27,201.47,1007.4,65.92,13.69,22.92,1.96,1.43,0.48
582,E05000371,2022-12-01,7,Finsbury Park,0.9152005548806892,7.648596761299562,7.98,3.17,5.55,6.98,1.14,3.99,3.25,85.38,1.44,74.19,18.82,0.0,0.45,33.06,18.76,181.35,1011.57,62.64,11.75,15.46,1.31,1.03,0.48
583,E05000371,2023-01-01,4,Finsbury Park,0.9152005548806892,4.370626720742607,8.98,3.33,6.31,7.81,1.0,4.48,3.28,81.42,1.87,54.84,16.8,0.02,0.17,36.27,23.48,219.62,1014.88,61.02,20.23,22.31,1.92,1.45,0.47
584,E05000371,2023-02-01,2,Finsbury Park,0.9152005548806892,2.1853133603713037,10.21,3.88,6.85,9.28,2.03,5.29,3.41,79.56,0.17,39.29,4.17,0.0,0.01,29.99,18.92,190.52,1028.43,60.99,21.12,40.12,3.47,2.29,0.49
585,E05000371,2023-03-01,2,Finsbury Park,0.9152005548806892,2.1853133603713037,11.09,5.96,8.39,10.27,3.85,6.95,4.56,77.71,2.87,80.65,29.44,0.05,0.05,38.26,24.47,184.55,1008.06,84.1,19.0,57.43,4.95,2.74,0.46
586,E05000371,2023-04-01,4,Finsbury Park,0.9152005548806892,4.370626720742607,14.21,6.65,10.14,14.21,4.91,9.21,4.73,70.88,2.05,56.67,15.97,0.0,0.0,32.87,20.79,175.1,1016.26,59.6,24.18,111.4,9.61,5.2,0.48
587,E05000373,2022-05-01,2,Highbury West,1.0812995516108548,1.849626217841782,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
588,E05000373,2022-06-01,1,Highbury West,1.0812995516108548,0.924813108920891,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
589,E05000373,2022-07-01,1,Highbury West,1.0812995516108548,0.924813108920891,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
590,E05000373,2022-08-01,2,Highbury West,1.0812995516108548,1.849626217841782,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
591,E05000373,2022-09-01,1,Highbury West,1.0812995516108548,0.924813108920891,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
592,E05000373,2022-12-01,1,Highbury West,1.0812995516108548,0.924813108920891,7.98,3.17,5.55,6.98,1.14,3.99,3.25,85.38,1.44,74.19,18.82,0.0,0.45,33.06,18.76,181.35,1011.57,62.64,11.75,15.46,1.31,1.03,0.48
593,E05000373,2023-03-01,1,Highbury West,1.0812995516108548,0.924813108920891,11.09,5.96,8.39,10.27,3.85,6.95,4.56,77.71,2.87,80.65,29.44,0.05,0.05,38.26,24.47,184.55,1008.06,84.1,19.0,57.43,4.95,2.74,0.46
594,E05000373,2023-04-01,1,Highbury West,1.0812995516108548,0.924813108920891,14.21,6.65,10.14,14.21,4.91,9.21,4.73,70.88,2.05,56.67,15.97,0.0,0.0,32.87,20.79,175.1,1016.26,59.6,24.18,111.4,9.61,5.2,0.48
595,E05000380,2022-03-01,2,St Peter's,0.8105200054905148,2.46755167849266,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
596,E05000380,2022-04-01,1,St Peter's,0.8105200054905148,1.23377583924633,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
597,E05000380,2022-05-01,4,St Peter's,0.8105200054905148,4.93510335698532,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
598,E05000380,2022-06-01,5,St Peter's,0.8105200054905148,6.16887919623165,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
599,E05000380,2022-07-01,2,St Peter's,0.8105200054905148,2.46755167849266,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
600,E05000380,2022-08-01,1,St Peter's,0.8105200054905148,1.23377583924633,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
601,E05000380,2022-10-01,1,St Peter's,0.8105200054905148,1.23377583924633,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
602,E05000380,2022-12-01,1,St Peter's,0.8105200054905148,1.23377583924633,7.98,3.17,5.55,6.98,1.14,3.99,3.25,85.38,1.44,74.19,18.82,0.0,0.45,33.06,18.76,181.35,1011.57,62.64,11.75,15.46,1.31,1.03,0.48
603,E05000380,2023-01-01,1,St Peter's,0.8105200054905148,1.23377583924633,8.98,3.33,6.31,7.81,1.0,4.48,3.28,81.42,1.87,54.84,16.8,0.02,0.17,36.27,23.48,219.62,1014.88,61.02,20.23,22.31,1.92,1.45,0.47
604,E05000403,2022-03-01,2,Canbury,1.2410044920084475,1.611597712078536,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
605,E05000403,2022-04-01,1,Canbury,1.2410044920084475,0.805798856039268,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
606,E05000403,2022-06-01,1,Canbury,1.2410044920084475,0.805798856039268,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
607,E05000403,2022-09-01,2,Canbury,1.2410044920084475,1.611597712078536,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
608,E05000403,2022-10-01,3,Canbury,1.2410044920084475,2.417396568117804,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
609,E05000403,2022-11-01,2,Canbury,1.2410044920084475,1.611597712078536,12.96,8.09,10.58,12.83,6.83,9.92,8.11,85.07,3.62,70.0,26.11,0.0,0.0,38.63,23.27,201.47,1007.4,65.92,13.69,22.92,1.96,1.43,0.48
610,E05000426,2022-03-01,1,Oval,1.2762561685747047,0.783541756445948,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
611,E05000426,2022-04-01,3,Oval,1.2762561685747047,2.350625269337844,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
612,E05000426,2022-05-01,3,Oval,1.2762561685747047,2.350625269337844,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
613,E05000426,2022-06-01,1,Oval,1.2762561685747047,0.783541756445948,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
614,E05000426,2022-07-01,2,Oval,1.2762561685747047,1.567083512891896,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
615,E05000426,2022-08-01,4,Oval,1.2762561685747047,3.134167025783792,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
616,E05000426,2022-09-01,4,Oval,1.2762561685747047,3.134167025783792,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
617,E05000426,2022-10-01,1,Oval,1.2762561685747047,0.783541756445948,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
618,E05000426,2022-11-01,4,Oval,1.2762561685747047,3.134167025783792,12.96,8.09,10.58,12.83,6.83,9.92,8.11,85.07,3.62,70.0,26.11,0.0,0.0,38.63,23.27,201.47,1007.4,65.92,13.69,22.92,1.96,1.43,0.48
619,E05000426,2022-12-01,4,Oval,1.2762561685747047,3.134167025783792,7.98,3.17,5.55,6.98,1.14,3.99,3.25,85.38,1.44,74.19,18.82,0.0,0.45,33.06,18.76,181.35,1011.57,62.64,11.75,15.46,1.31,1.03,0.48
620,E05000426,2023-01-01,7,Oval,1.2762561685747047,5.484792295121636,8.98,3.33,6.31,7.81,1.0,4.48,3.28,81.42,1.87,54.84,16.8,0.02,0.17,36.27,23.48,219.62,1014.88,61.02,20.23,22.31,1.92,1.45,0.47
621,E05000426,2023-02-01,4,Oval,1.2762561685747047,3.134167025783792,10.21,3.88,6.85,9.28,2.03,5.29,3.41,79.56,0.17,39.29,4.17,0.0,0.01,29.99,18.92,190.52,1028.43,60.99,21.12,40.12,3.47,2.29,0.49
622,E05000426,2023-03-01,2,Oval,1.2762561685747047,1.567083512891896,11.09,5.96,8.39,10.27,3.85,6.95,4.56,77.71,2.87,80.65,29.44,0.05,0.05,38.26,24.47,184.55,1008.06,84.1,19.0,57.43,4.95,2.74,0.46
623,E05000426,2023-04-01,1,Oval,1.2762561685747047,0.783541756445948,14.21,6.65,10.14,14.21,4.91,9.21,4.73,70.88,2.05,56.67,15.97,0.0,0.0,32.87,20.79,175.1,1016.26,59.6,24.18,111.4,9.61,5.2,0.48
624,E05000426,2023-05-01,2,Oval,1.2762561685747047,1.567083512891896,17.93,10.13,13.92,17.93,9.62,13.84,7.82,68.35,0.76,32.26,7.12,0.0,0.0,30.94,19.68,127.97,1022.57,53.8,25.42,136.51,11.78,6.32,0.46
625,E05000427,2022-03-01,3,Prince's,1.1624038634574985,2.580858593395144,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
626,E05000427,2022-04-01,1,Prince's,1.1624038634574985,0.8602861977983812,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
627,E05000427,2022-05-01,5,Prince's,1.1624038634574985,4.301430988991906,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
628,E05000427,2022-06-01,3,Prince's,1.1624038634574985,2.580858593395144,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
629,E05000427,2022-07-01,1,Prince's,1.1624038634574985,0.8602861977983812,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
630,E05000427,2022-08-01,1,Prince's,1.1624038634574985,0.8602861977983812,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
631,E05000427,2022-09-01,2,Prince's,1.1624038634574985,1.7205723955967624,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
632,E05000427,2022-10-01,1,Prince's,1.1624038634574985,0.8602861977983812,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
633,E05000427,2022-11-01,1,Prince's,1.1624038634574985,0.8602861977983812,12.96,8.09,10.58,12.83,6.83,9.92,8.11,85.07,3.62,70.0,26.11,0.0,0.0,38.63,23.27,201.47,1007.4,65.92,13.69,22.92,1.96,1.43,0.48
634,E05000427,2023-01-01,1,Prince's,1.1624038634574985,0.8602861977983812,8.98,3.33,6.31,7.81,1.0,4.48,3.28,81.42,1.87,54.84,16.8,0.02,0.17,36.27,23.48,219.62,1014.88,61.02,20.23,22.31,1.92,1.45,0.47
635,E05000443,2022-03-01,4,Evelyn,1.7740163883916795,2.2547706019933638,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
636,E05000443,2022-04-01,1,Evelyn,1.7740163883916795,0.5636926504983408,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
637,E05000443,2022-05-01,2,Evelyn,1.7740163883916795,1.1273853009966817,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
638,E05000443,2022-06-01,2,Evelyn,1.7740163883916795,1.1273853009966817,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
639,E05000443,2022-07-01,2,Evelyn,1.7740163883916795,1.1273853009966817,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
640,E05000443,2022-08-01,2,Evelyn,1.7740163883916795,1.1273853009966817,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
641,E05000443,2022-09-01,3,Evelyn,1.7740163883916795,1.6910779514950225,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
642,E05000443,2022-10-01,4,Evelyn,1.7740163883916795,2.2547706019933638,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
643,E05000443,2022-11-01,2,Evelyn,1.7740163883916795,1.1273853009966817,12.96,8.09,10.58,12.83,6.83,9.92,8.11,85.07,3.62,70.0,26.11,0.0,0.0,38.63,23.27,201.47,1007.4,65.92,13.69,22.92,1.96,1.43,0.48
644,E05000443,2022-12-01,2,Evelyn,1.7740163883916795,1.1273853009966817,7.98,3.17,5.55,6.98,1.14,3.99,3.25,85.38,1.44,74.19,18.82,0.0,0.45,33.06,18.76,181.35,1011.57,62.64,11.75,15.46,1.31,1.03,0.48
645,E05000443,2023-01-01,1,Evelyn,1.7740163883916795,0.5636926504983408,8.98,3.33,6.31,7.81,1.0,4.48,3.28,81.42,1.87,54.84,16.8,0.02,0.17,36.27,23.48,219.62,1014.88,61.02,20.23,22.31,1.92,1.45,0.47
646,E05000443,2023-02-01,2,Evelyn,1.7740163883916795,1.1273853009966817,10.21,3.88,6.85,9.28,2.03,5.29,3.41,79.56,0.17,39.29,4.17,0.0,0.01,29.99,18.92,190.52,1028.43,60.99,21.12,40.12,3.47,2.29,0.49
647,E05000443,2023-03-01,4,Evelyn,1.7740163883916795,2.2547706019933638,11.09,5.96,8.39,10.27,3.85,6.95,4.56,77.71,2.87,80.65,29.44,0.05,0.05,38.26,24.47,184.55,1008.06,84.1,19.0,57.43,4.95,2.74,0.46
648,E05000443,2023-05-01,1,Evelyn,1.7740163883916795,0.5636926504983408,17.93,10.13,13.92,17.93,9.62,13.84,7.82,68.35,0.76,32.26,7.12,0.0,0.0,30.94,19.68,127.97,1022.57,53.8,25.42,136.51,11.78,6.32,0.46
649,E05000448,2022-03-01,3,Lewisham Central,2.062019871873573,1.4548841361427658,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
650,E05000448,2022-04-01,3,Lewisham Central,2.062019871873573,1.4548841361427658,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
651,E05000448,2022-05-01,5,Lewisham Central,2.062019871873573,2.4248068935712763,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
652,E05000448,2022-06-01,4,Lewisham Central,2.062019871873573,1.939845514857021,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
653,E05000448,2022-07-01,4,Lewisham Central,2.062019871873573,1.939845514857021,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
654,E05000448,2022-08-01,5,Lewisham Central,2.062019871873573,2.4248068935712763,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
655,E05000448,2022-09-01,6,Lewisham Central,2.062019871873573,2.909768272285532,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
656,E05000448,2022-10-01,8,Lewisham Central,2.062019871873573,3.879691029714042,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
657,E05000448,2022-11-01,2,Lewisham Central,2.062019871873573,0.9699227574285104,12.96,8.09,10.58,12.83,6.83,9.92,8.11,85.07,3.62,70.0,26.11,0.0,0.0,38.63,23.27,201.47,1007.4,65.92,13.69,22.92,1.96,1.43,0.48
658,E05000448,2022-12-01,2,Lewisham Central,2.062019871873573,0.9699227574285104,7.98,3.17,5.55,6.98,1.14,3.99,3.25,85.38,1.44,74.19,18.82,0.0,0.45,33.06,18.76,181.35,1011.57,62.64,11.75,15.46,1.31,1.03,0.48
659,E05000448,2023-01-01,6,Lewisham Central,2.062019871873573,2.909768272285532,8.98,3.33,6.31,7.81,1.0,4.48,3.28,81.42,1.87,54.84,16.8,0.02,0.17,36.27,23.48,219.62,1014.88,61.02,20.23,22.31,1.92,1.45,0.47
660,E05000448,2023-02-01,6,Lewisham Central,2.062019871873573,2.909768272285532,10.21,3.88,6.85,9.28,2.03,5.29,3.41,79.56,0.17,39.29,4.17,0.0,0.01,29.99,18.92,190.52,1028.43,60.99,21.12,40.12,3.47,2.29,0.49
661,E05000448,2023-03-01,2,Lewisham Central,2.062019871873573,0.9699227574285104,11.09,5.96,8.39,10.27,3.85,6.95,4.56,77.71,2.87,80.65,29.44,0.05,0.05,38.26,24.47,184.55,1008.06,84.1,19.0,57.43,4.95,2.74,0.46
662,E05000448,2023-04-01,1,Lewisham Central,2.062019871873573,0.4849613787142552,14.21,6.65,10.14,14.21,4.91,9.21,4.73,70.88,2.05,56.67,15.97,0.0,0.0,32.87,20.79,175.1,1016.26,59.6,24.18,111.4,9.61,5.2,0.48
663,E05000448,2023-05-01,2,Lewisham Central,2.062019871873573,0.9699227574285104,17.93,10.13,13.92,17.93,9.62,13.84,7.82,68.35,0.76,32.26,7.12,0.0,0.0,30.94,19.68,127.97,1022.57,53.8,25.42,136.51,11.78,6.32,0.46
664,E05000451,2022-03-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
665,E05000451,2022-04-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
666,E05000451,2022-05-01,2,Rushey Green,1.7852392616706758,1.1202980143559833,19.1,10.69,14.78,19.1,10.44,14.74,8.69,69.07,1.22,51.61,9.54,0.0,0.0,39.32,20.36,203.75,1018.18,49.61,18.1,125.08,10.78,5.45,0.45
667,E05000451,2022-06-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,22.21,12.58,17.4,22.12,12.55,17.37,9.99,64.37,0.77,56.67,7.08,0.0,0.0,39.05,21.49,175.65,1015.77,39.87,17.74,155.35,13.38,6.8,0.49
668,E05000451,2022-07-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,26.24,16.23,21.24,25.87,16.23,21.12,11.35,55.88,0.01,19.35,1.48,0.0,0.0,35.91,19.45,222.57,1020.74,41.06,20.03,168.1,14.5,6.61,0.46
669,E05000451,2022-08-01,2,Rushey Green,1.7852392616706758,1.1202980143559833,26.32,16.53,21.16,26.01,16.53,21.07,12.61,61.45,2.41,24.14,3.95,0.0,0.0,31.3,17.96,174.62,1017.9,35.43,17.75,124.21,10.7,6.33,0.5
670,E05000451,2022-09-01,3,Rushey Green,1.7852392616706758,1.680447021533975,19.91,12.65,16.0,19.91,12.34,15.93,10.87,73.13,1.7,50.0,13.75,0.0,0.0,29.87,17.7,219.79,1013.21,54.55,17.08,82.53,7.12,3.97,0.48
671,E05000451,2022-10-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,18.12,11.0,14.39,18.12,10.88,14.36,10.92,80.8,2.2,74.19,15.59,0.0,0.0,35.14,20.96,205.8,1014.38,51.73,15.44,47.39,4.07,2.97,0.48
672,E05000451,2022-11-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,12.96,8.09,10.58,12.83,6.83,9.92,8.11,85.07,3.62,70.0,26.11,0.0,0.0,38.63,23.27,201.47,1007.4,65.92,13.69,22.92,1.96,1.43,0.48
673,E05000451,2022-12-01,2,Rushey Green,1.7852392616706758,1.1202980143559833,7.98,3.17,5.55,6.98,1.14,3.99,3.25,85.38,1.44,74.19,18.82,0.0,0.45,33.06,18.76,181.35,1011.57,62.64,11.75,15.46,1.31,1.03,0.48
674,E05000451,2023-01-01,2,Rushey Green,1.7852392616706758,1.1202980143559833,8.98,3.33,6.31,7.81,1.0,4.48,3.28,81.42,1.87,54.84,16.8,0.02,0.17,36.27,23.48,219.62,1014.88,61.02,20.23,22.31,1.92,1.45,0.47
675,E05000451,2023-02-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,10.21,3.88,6.85,9.28,2.03,5.29,3.41,79.56,0.17,39.29,4.17,0.0,0.01,29.99,18.92,190.52,1028.43,60.99,21.12,40.12,3.47,2.29,0.49
676,E05000451,2023-03-01,1,Rushey Green,1.7852392616706758,0.5601490071779917,11.09,5.96,8.39,10.27,3.85,6.95,4.56,77.71,2.87,80.65,29.44,0.05,0.05,38.26,24.47,184.55,1008.06,84.1,19.0,57.43,4.95,2.74,0.46
677,E05000451,2023-04-01,2,Rushey Green,1.7852392616706758,1.1202980143559833,14.21,6.65,10.14,14.21,4.91,9.21,4.73,70.88,2.05,56.67,15.97,0.0,0.0,32.87,20.79,175.1,1016.26,59.6,24.18,111.4,9.61,5.2,0.48
678,E05000457,2022-03-01,4,Colliers Wood,1.109881583903756,3.603988081260805,13.2,5.97,9.34,12.67,3.95,8.08,4.2,72.47,1.1,51.61,11.16,0.0,0.0,38.85,19.91,114.5,1021.95,47.87,14.03,72.28,6.24,3.42,0.48
679,E05000457,2022-04-01,2,Colliers Wood,1.109881583903756,1.8019940406304025,15.31,6.91,11.01,15.07,5.43,10.3,4.05,64.31,0.62,23.33,4.31,0.0,0.0,39.76,21.79,140.97,1015.75,42.7,17.26,125.8,10.82,5.4,0.45
